Instance name, X location, Y location, Voltage
FILLER_0_114_1365, 636.24, 323.68, 1.6
FILLER_0_112_1365, 636.24, 318.24, 1.6
FILLER_0_110_1365, 636.24, 312.8, 1.6
FILLER_0_108_1365, 636.24, 307.36, 1.6
FILLER_0_106_1365, 636.24, 301.92, 1.6
FILLER_0_104_1365, 636.24, 296.48, 1.6
FILLER_0_102_1365, 636.24, 291.04, 1.6
FILLER_0_100_1365, 636.24, 285.6, 1.6
FILLER_0_98_1365, 636.24, 280.16, 1.6
FILLER_0_96_1365, 636.24, 274.72, 1.6
FILLER_0_94_1365, 636.24, 269.28, 1.6
FILLER_0_92_1365, 636.24, 263.84, 1.6
FILLER_0_90_1365, 636.24, 258.4, 1.6
FILLER_0_88_1365, 636.24, 252.96, 1.6
FILLER_0_86_1365, 636.24, 247.52, 1.6
FILLER_0_84_1365, 636.24, 242.08, 1.6
FILLER_0_82_1365, 636.24, 236.64, 1.6
FILLER_0_80_1365, 636.24, 231.2, 1.6
FILLER_0_78_1365, 636.24, 225.76, 1.6
FILLER_0_76_1365, 636.24, 220.32, 1.6
FILLER_0_74_1365, 636.24, 214.88, 1.6
FILLER_0_72_1365, 636.24, 209.44, 1.6
FILLER_0_70_1365, 636.24, 204, 1.6
FILLER_0_68_1365, 636.24, 198.56, 1.6
FILLER_0_66_1365, 636.24, 193.12, 1.6
FILLER_0_64_1365, 636.24, 187.68, 1.6
FILLER_0_62_1365, 636.24, 182.24, 1.6
FILLER_0_60_1365, 636.24, 176.8, 1.6
FILLER_0_58_1365, 636.24, 171.36, 1.6
FILLER_0_56_1365, 636.24, 165.92, 1.6
FILLER_0_54_1365, 636.24, 160.48, 1.6
FILLER_0_52_1365, 636.24, 155.04, 1.6
FILLER_0_50_1365, 636.24, 149.6, 1.6
FILLER_0_48_1365, 636.24, 144.16, 1.6
FILLER_0_46_1365, 636.24, 138.72, 1.6
FILLER_0_44_1365, 636.24, 133.28, 1.6
FILLER_0_42_1365, 636.24, 127.84, 1.6
FILLER_0_40_1365, 636.24, 122.4, 1.6
FILLER_0_38_1365, 636.24, 116.96, 1.6
FILLER_0_36_1365, 636.24, 111.52, 1.6
FILLER_0_34_1365, 636.24, 106.08, 1.6
FILLER_0_32_1365, 636.24, 100.64, 1.6
FILLER_0_30_1365, 636.24, 95.2, 1.6
FILLER_0_28_1365, 636.24, 89.76, 1.6
FILLER_0_26_1365, 636.24, 84.32, 1.6
FILLER_0_24_1365, 636.24, 78.88, 1.6
ANTENNA_fanout288_A, 636.24, 73.44, 1.59999
FILLER_0_22_1367, 636.24, 73.44, 1.59999
_467_, 636.24, 68, 1.59992
_662_, 636.24, 68, 1.59992
fanout288, 636.24, 68, 1.59992
ANTENNA__467__A, 636.24, 68, 1.59992
ANTENNA__662__CLK, 636.24, 68, 1.59992
FILLER_0_20_1358, 636.24, 68, 1.59992
FILLER_0_20_1365, 636.24, 68, 1.59992
hold182, 636.24, 62.56, 1.59991
FILLER_0_18_1367, 636.24, 62.56, 1.59991
FILLER_0_16_1361, 636.24, 57.12, 1.59999
FILLER_0_16_1369, 636.24, 57.12, 1.59999
FILLER_0_14_1365, 636.24, 51.68, 1.59996
FILLER_0_16_1385, 636.24, 51.68, 1.59996
_470_, 636.24, 46.24, 1.59991
hold138, 636.24, 46.24, 1.59991
ANTENNA__470__A, 636.24, 46.24, 1.59991
_665_, 636.24, 40.8, 1.59989
ANTENNA__660__CLK, 636.24, 40.8, 1.59989
FILLER_0_8_1365, 636.24, 35.36, 1.59996
hold112, 636.24, 29.92, 1.59999
FILLER_0_6_1365, 636.24, 29.92, 1.59999
FILLER_0_8_1373, 636.24, 29.92, 1.59999
_468_, 636.24, 24.48, 1.59997
_469_, 636.24, 24.48, 1.59997
ANTENNA__469__A, 636.24, 24.48, 1.59997
ANTENNA__468__A, 636.24, 24.48, 1.59997
FILLER_0_4_1359, 636.24, 24.48, 1.59997
FILLER_0_5_1369, 636.24, 24.48, 1.59997
_663_, 636.24, 19.04, 1.59977
_664_, 636.24, 19.04, 1.59977
hold73, 636.24, 19.04, 1.59977
FILLER_0_2_1367, 636.24, 19.04, 1.59977
output120, 636.24, 13.6, 1.59989
output121, 636.24, 13.6, 1.59989
output122, 636.24, 13.6, 1.59989
FILLER_0_284_1029, 482.64, 786.08, 1.59999
FILLER_0_285_1029, 482.64, 786.08, 1.59999
FILLER_0_282_1029, 482.64, 780.64, 1.6
FILLER_0_280_1029, 482.64, 775.2, 1.6
FILLER_0_278_1029, 482.64, 769.76, 1.6
FILLER_0_276_1029, 482.64, 764.32, 1.6
FILLER_0_274_1029, 482.64, 758.88, 1.6
FILLER_0_272_1029, 482.64, 753.44, 1.6
FILLER_0_270_1029, 482.64, 748, 1.6
FILLER_0_268_1029, 482.64, 742.56, 1.6
FILLER_0_266_1029, 482.64, 737.12, 1.6
FILLER_0_264_1029, 482.64, 731.68, 1.6
FILLER_0_262_1029, 482.64, 726.24, 1.6
FILLER_0_260_1029, 482.64, 720.8, 1.6
FILLER_0_258_1029, 482.64, 715.36, 1.6
FILLER_0_256_1029, 482.64, 709.92, 1.6
FILLER_0_254_1029, 482.64, 704.48, 1.6
FILLER_0_252_1029, 482.64, 699.04, 1.6
FILLER_0_250_1029, 482.64, 693.6, 1.6
FILLER_0_248_1029, 482.64, 688.16, 1.6
FILLER_0_246_1029, 482.64, 682.72, 1.6
FILLER_0_244_1029, 482.64, 677.28, 1.6
FILLER_0_242_1029, 482.64, 671.84, 1.6
FILLER_0_240_1029, 482.64, 666.4, 1.6
FILLER_0_238_1029, 482.64, 660.96, 1.6
FILLER_0_236_1029, 482.64, 655.52, 1.6
FILLER_0_234_1029, 482.64, 650.08, 1.6
FILLER_0_232_1029, 482.64, 644.64, 1.6
FILLER_0_230_1029, 482.64, 639.2, 1.6
FILLER_0_228_1029, 482.64, 633.76, 1.6
FILLER_0_226_1029, 482.64, 628.32, 1.6
FILLER_0_224_1029, 482.64, 622.88, 1.6
FILLER_0_222_1029, 482.64, 617.44, 1.6
FILLER_0_220_1029, 482.64, 612, 1.6
FILLER_0_218_1029, 482.64, 606.56, 1.6
FILLER_0_216_1029, 482.64, 601.12, 1.6
FILLER_0_214_1029, 482.64, 595.68, 1.6
FILLER_0_212_1029, 482.64, 590.24, 1.6
FILLER_0_210_1029, 482.64, 584.8, 1.6
FILLER_0_208_1029, 482.64, 579.36, 1.6
FILLER_0_206_1029, 482.64, 573.92, 1.6
FILLER_0_204_1029, 482.64, 568.48, 1.6
FILLER_0_202_1029, 482.64, 563.04, 1.6
FILLER_0_198_1029, 482.64, 552.16, 1.6
FILLER_0_196_1029, 482.64, 546.72, 1.6
FILLER_0_194_1029, 482.64, 541.28, 1.6
FILLER_0_192_1029, 482.64, 535.84, 1.6
FILLER_0_190_1029, 482.64, 530.4, 1.6
FILLER_0_188_1029, 482.64, 524.96, 1.6
FILLER_0_186_1029, 482.64, 519.52, 1.6
FILLER_0_184_1029, 482.64, 514.08, 1.6
FILLER_0_182_1029, 482.64, 508.64, 1.6
FILLER_0_180_1029, 482.64, 503.2, 1.6
FILLER_0_178_1029, 482.64, 497.76, 1.6
FILLER_0_176_1029, 482.64, 492.32, 1.6
FILLER_0_174_1029, 482.64, 486.88, 1.6
FILLER_0_172_1029, 482.64, 481.44, 1.6
FILLER_0_170_1029, 482.64, 476, 1.6
FILLER_0_168_1029, 482.64, 470.56, 1.6
FILLER_0_166_1029, 482.64, 465.12, 1.6
FILLER_0_164_1029, 482.64, 459.68, 1.6
FILLER_0_162_1029, 482.64, 454.24, 1.6
FILLER_0_160_1029, 482.64, 448.8, 1.6
FILLER_0_158_1029, 482.64, 443.36, 1.6
FILLER_0_156_1029, 482.64, 437.92, 1.6
FILLER_0_154_1029, 482.64, 432.48, 1.6
FILLER_0_152_1029, 482.64, 427.04, 1.6
FILLER_0_150_1029, 482.64, 421.6, 1.6
FILLER_0_148_1029, 482.64, 416.16, 1.6
FILLER_0_146_1029, 482.64, 410.72, 1.6
FILLER_0_144_1029, 482.64, 405.28, 1.6
FILLER_0_142_1029, 482.64, 399.84, 1.6
FILLER_0_140_1029, 482.64, 394.4, 1.6
FILLER_0_138_1029, 482.64, 388.96, 1.6
FILLER_0_136_1029, 482.64, 383.52, 1.6
FILLER_0_134_1029, 482.64, 378.08, 1.6
FILLER_0_132_1029, 482.64, 372.64, 1.6
FILLER_0_130_1029, 482.64, 367.2, 1.6
FILLER_0_128_1029, 482.64, 361.76, 1.6
FILLER_0_126_1029, 482.64, 356.32, 1.6
FILLER_0_124_1029, 482.64, 350.88, 1.6
FILLER_0_122_1029, 482.64, 345.44, 1.6
FILLER_0_120_1029, 482.64, 340, 1.6
FILLER_0_118_1029, 482.64, 334.56, 1.6
FILLER_0_116_1029, 482.64, 329.12, 1.6
FILLER_0_114_1029, 482.64, 323.68, 1.6
FILLER_0_112_1029, 482.64, 318.24, 1.6
FILLER_0_110_1029, 482.64, 312.8, 1.6
FILLER_0_108_1029, 482.64, 307.36, 1.6
FILLER_0_106_1029, 482.64, 301.92, 1.6
FILLER_0_104_1029, 482.64, 296.48, 1.6
FILLER_0_102_1029, 482.64, 291.04, 1.6
FILLER_0_100_1029, 482.64, 285.6, 1.6
FILLER_0_98_1029, 482.64, 280.16, 1.6
FILLER_0_96_1029, 482.64, 274.72, 1.6
FILLER_0_94_1029, 482.64, 269.28, 1.6
FILLER_0_92_1029, 482.64, 263.84, 1.6
FILLER_0_90_1029, 482.64, 258.4, 1.6
FILLER_0_88_1029, 482.64, 252.96, 1.6
FILLER_0_86_1029, 482.64, 247.52, 1.6
FILLER_0_84_1029, 482.64, 242.08, 1.6
FILLER_0_82_1029, 482.64, 236.64, 1.6
FILLER_0_80_1029, 482.64, 231.2, 1.6
FILLER_0_78_1029, 482.64, 225.76, 1.6
FILLER_0_76_1029, 482.64, 220.32, 1.6
FILLER_0_74_1029, 482.64, 214.88, 1.6
FILLER_0_72_1029, 482.64, 209.44, 1.6
FILLER_0_70_1029, 482.64, 204, 1.6
FILLER_0_68_1029, 482.64, 198.56, 1.6
FILLER_0_66_1029, 482.64, 193.12, 1.6
FILLER_0_64_1029, 482.64, 187.68, 1.6
FILLER_0_62_1029, 482.64, 182.24, 1.6
FILLER_0_60_1029, 482.64, 176.8, 1.6
FILLER_0_58_1029, 482.64, 171.36, 1.6
FILLER_0_56_1029, 482.64, 165.92, 1.6
FILLER_0_54_1029, 482.64, 160.48, 1.6
FILLER_0_52_1029, 482.64, 155.04, 1.6
FILLER_0_50_1029, 482.64, 149.6, 1.6
FILLER_0_48_1029, 482.64, 144.16, 1.6
FILLER_0_46_1029, 482.64, 138.72, 1.6
FILLER_0_44_1029, 482.64, 133.28, 1.6
FILLER_0_42_1029, 482.64, 127.84, 1.6
FILLER_0_40_1029, 482.64, 122.4, 1.6
FILLER_0_38_1029, 482.64, 116.96, 1.6
FILLER_0_36_1029, 482.64, 111.52, 1.6
FILLER_0_34_1029, 482.64, 106.08, 1.6
FILLER_0_32_1029, 482.64, 100.64, 1.6
FILLER_0_30_1029, 482.64, 95.2, 1.6
FILLER_0_28_1029, 482.64, 89.76, 1.6
FILLER_0_26_1029, 482.64, 84.32, 1.6
FILLER_0_24_1029, 482.64, 78.88, 1.59997
_419_, 482.64, 73.44, 1.59998
FILLER_0_22_1027, 482.64, 73.44, 1.59998
hold189, 482.64, 68, 1.5999
hold193, 482.64, 68, 1.5999
ANTENNA__614__CLK, 482.64, 68, 1.5999
FILLER_0_20_1032, 482.64, 68, 1.5999
_619_, 482.64, 62.56, 1.59991
FILLER_0_18_1029, 482.64, 62.56, 1.59991
FILLER_0_16_1029, 482.64, 57.12, 1.59997
_422_, 482.64, 46.24, 1.59975
_618_, 482.64, 46.24, 1.59975
clkbuf_leaf_8_clk, 482.64, 46.24, 1.59975
ANTENNA__618__CLK, 482.64, 46.24, 1.59975
ANTENNA__617__CLK, 482.64, 46.24, 1.59975
ANTENNA_clkbuf_leaf_8_clk_A, 482.64, 46.24, 1.59975
FILLER_0_13_1030, 482.64, 46.24, 1.59975
_617_, 482.64, 40.8, 1.59992
hold133, 482.64, 40.8, 1.59992
ANTENNA__612__CLK, 482.64, 40.8, 1.59992
FILLER_0_10_1029, 482.64, 40.8, 1.59992
FILLER_0_11_1026, 482.64, 40.8, 1.59992
FILLER_0_8_1029, 482.64, 35.36, 1.59998
FILLER_0_6_1029, 482.64, 29.92, 1.59999
_420_, 482.64, 24.48, 1.59993
_421_, 482.64, 24.48, 1.59993
hold76, 482.64, 24.48, 1.59993
FILLER_0_4_1033, 482.64, 24.48, 1.59993
_616_, 482.64, 19.04, 1.5998
hold57, 482.64, 19.04, 1.5998
ANTENNA__615__CLK, 482.64, 19.04, 1.5998
FILLER_0_2_1033, 482.64, 19.04, 1.5998
output67, 482.64, 13.6, 1.59989
output68, 482.64, 13.6, 1.59989
output69, 482.64, 13.6, 1.59989
output70, 482.64, 13.6, 1.59989
FILLER_0_0_1033, 482.64, 13.6, 1.59989
input13, 329.04, 786.08, 1.59999
ANTENNA_input13_A, 329.04, 786.08, 1.59999
FILLER_0_284_693, 329.04, 786.08, 1.59999
FILLER_0_285_697, 329.04, 786.08, 1.59999
FILLER_0_282_693, 329.04, 780.64, 1.6
FILLER_0_280_693, 329.04, 775.2, 1.6
FILLER_0_278_693, 329.04, 769.76, 1.6
FILLER_0_276_693, 329.04, 764.32, 1.6
FILLER_0_274_693, 329.04, 758.88, 1.6
FILLER_0_272_693, 329.04, 753.44, 1.6
FILLER_0_270_693, 329.04, 748, 1.6
FILLER_0_268_693, 329.04, 742.56, 1.6
FILLER_0_266_693, 329.04, 737.12, 1.6
FILLER_0_264_693, 329.04, 731.68, 1.6
FILLER_0_262_693, 329.04, 726.24, 1.6
FILLER_0_260_693, 329.04, 720.8, 1.6
FILLER_0_258_693, 329.04, 715.36, 1.6
FILLER_0_256_693, 329.04, 709.92, 1.6
FILLER_0_254_693, 329.04, 704.48, 1.6
FILLER_0_252_693, 329.04, 699.04, 1.6
FILLER_0_250_693, 329.04, 693.6, 1.6
FILLER_0_248_693, 329.04, 688.16, 1.6
FILLER_0_246_693, 329.04, 682.72, 1.6
FILLER_0_244_693, 329.04, 677.28, 1.6
FILLER_0_242_693, 329.04, 671.84, 1.6
FILLER_0_240_693, 329.04, 666.4, 1.6
wire296, 329.04, 660.96, 1.6
ANTENNA_53, 329.04, 660.96, 1.6
FILLER_0_238_693, 329.04, 660.96, 1.6
FILLER_0_236_693, 329.04, 655.52, 1.6
FILLER_0_234_693, 329.04, 650.08, 1.59999
FILLER_0_232_693, 329.04, 644.64, 1.6
FILLER_0_230_693, 329.04, 639.2, 1.6
FILLER_0_228_693, 329.04, 633.76, 1.6
FILLER_0_226_693, 329.04, 628.32, 1.6
FILLER_0_224_693, 329.04, 622.88, 1.6
FILLER_0_222_693, 329.04, 617.44, 1.6
FILLER_0_220_693, 329.04, 612, 1.6
FILLER_0_218_693, 329.04, 606.56, 1.6
FILLER_0_216_693, 329.04, 601.12, 1.6
FILLER_0_214_693, 329.04, 595.68, 1.6
FILLER_0_212_693, 329.04, 590.24, 1.6
FILLER_0_210_693, 329.04, 584.8, 1.6
FILLER_0_208_693, 329.04, 579.36, 1.6
FILLER_0_206_693, 329.04, 573.92, 1.6
FILLER_0_204_693, 329.04, 568.48, 1.6
FILLER_0_202_693, 329.04, 563.04, 1.6
FILLER_0_200_693, 329.04, 557.6, 1.6
FILLER_0_198_693, 329.04, 552.16, 1.6
FILLER_0_196_693, 329.04, 546.72, 1.6
FILLER_0_194_693, 329.04, 541.28, 1.6
FILLER_0_192_693, 329.04, 535.84, 1.6
FILLER_0_190_693, 329.04, 530.4, 1.6
FILLER_0_188_693, 329.04, 524.96, 1.6
FILLER_0_186_693, 329.04, 519.52, 1.6
FILLER_0_184_693, 329.04, 514.08, 1.6
FILLER_0_182_693, 329.04, 508.64, 1.6
FILLER_0_180_693, 329.04, 503.2, 1.6
FILLER_0_178_693, 329.04, 497.76, 1.6
FILLER_0_176_693, 329.04, 492.32, 1.6
FILLER_0_174_693, 329.04, 486.88, 1.6
FILLER_0_172_693, 329.04, 481.44, 1.6
FILLER_0_170_693, 329.04, 476, 1.6
FILLER_0_168_693, 329.04, 470.56, 1.6
FILLER_0_166_693, 329.04, 465.12, 1.6
FILLER_0_164_693, 329.04, 459.68, 1.6
FILLER_0_162_693, 329.04, 454.24, 1.6
FILLER_0_160_693, 329.04, 448.8, 1.6
FILLER_0_158_693, 329.04, 443.36, 1.6
FILLER_0_156_693, 329.04, 437.92, 1.6
FILLER_0_154_693, 329.04, 432.48, 1.6
FILLER_0_152_693, 329.04, 427.04, 1.6
FILLER_0_150_693, 329.04, 421.6, 1.6
FILLER_0_148_693, 329.04, 416.16, 1.6
FILLER_0_146_693, 329.04, 410.72, 1.6
FILLER_0_144_693, 329.04, 405.28, 1.6
FILLER_0_142_693, 329.04, 399.84, 1.6
FILLER_0_140_693, 329.04, 394.4, 1.6
FILLER_0_138_693, 329.04, 388.96, 1.6
FILLER_0_136_693, 329.04, 383.52, 1.6
FILLER_0_134_693, 329.04, 378.08, 1.6
FILLER_0_132_693, 329.04, 372.64, 1.6
FILLER_0_130_693, 329.04, 367.2, 1.6
FILLER_0_128_693, 329.04, 361.76, 1.6
FILLER_0_126_693, 329.04, 356.32, 1.6
FILLER_0_124_693, 329.04, 350.88, 1.6
FILLER_0_122_693, 329.04, 345.44, 1.6
FILLER_0_120_693, 329.04, 340, 1.6
FILLER_0_118_693, 329.04, 334.56, 1.6
FILLER_0_116_693, 329.04, 329.12, 1.6
FILLER_0_114_693, 329.04, 323.68, 1.6
FILLER_0_112_693, 329.04, 318.24, 1.6
FILLER_0_110_693, 329.04, 312.8, 1.6
FILLER_0_108_693, 329.04, 307.36, 1.6
FILLER_0_106_693, 329.04, 301.92, 1.6
FILLER_0_104_693, 329.04, 296.48, 1.6
FILLER_0_102_693, 329.04, 291.04, 1.6
FILLER_0_100_693, 329.04, 285.6, 1.6
FILLER_0_98_693, 329.04, 280.16, 1.6
FILLER_0_96_693, 329.04, 274.72, 1.6
FILLER_0_94_693, 329.04, 269.28, 1.6
FILLER_0_92_693, 329.04, 263.84, 1.6
FILLER_0_90_693, 329.04, 258.4, 1.6
FILLER_0_88_693, 329.04, 252.96, 1.6
FILLER_0_86_693, 329.04, 247.52, 1.6
FILLER_0_84_693, 329.04, 242.08, 1.6
FILLER_0_82_693, 329.04, 236.64, 1.6
FILLER_0_80_693, 329.04, 231.2, 1.6
FILLER_0_78_693, 329.04, 225.76, 1.6
FILLER_0_76_693, 329.04, 220.32, 1.6
FILLER_0_74_693, 329.04, 214.88, 1.6
FILLER_0_72_693, 329.04, 209.44, 1.6
FILLER_0_70_693, 329.04, 204, 1.6
FILLER_0_68_693, 329.04, 198.56, 1.6
FILLER_0_66_693, 329.04, 193.12, 1.6
FILLER_0_64_693, 329.04, 187.68, 1.6
FILLER_0_62_693, 329.04, 182.24, 1.6
FILLER_0_60_693, 329.04, 176.8, 1.6
FILLER_0_58_693, 329.04, 171.36, 1.6
FILLER_0_56_693, 329.04, 165.92, 1.6
FILLER_0_54_693, 329.04, 160.48, 1.6
FILLER_0_52_693, 329.04, 155.04, 1.6
FILLER_0_50_693, 329.04, 149.6, 1.6
FILLER_0_48_693, 329.04, 144.16, 1.6
FILLER_0_46_693, 329.04, 138.72, 1.6
FILLER_0_44_693, 329.04, 133.28, 1.6
FILLER_0_42_693, 329.04, 127.84, 1.6
FILLER_0_40_693, 329.04, 122.4, 1.6
FILLER_0_38_693, 329.04, 116.96, 1.6
FILLER_0_36_693, 329.04, 111.52, 1.6
FILLER_0_34_693, 329.04, 106.08, 1.6
FILLER_0_32_693, 329.04, 100.64, 1.6
FILLER_0_30_693, 329.04, 95.2, 1.59999
FILLER_0_28_693, 329.04, 89.76, 1.6
FILLER_0_26_693, 329.04, 84.32, 1.59999
FILLER_0_24_695, 329.04, 78.88, 1.59995
_371_, 329.04, 73.44, 1.59996
fanout277, 329.04, 73.44, 1.59996
ANTENNA_fanout277_A, 329.04, 73.44, 1.59996
hold155, 329.04, 68, 1.5999
ANTENNA__571__CLK, 329.04, 68, 1.5999
FILLER_0_20_693, 329.04, 68, 1.5999
FILLER_0_22_713, 329.04, 68, 1.5999
FILLER_0_18_697, 329.04, 62.56, 1.59988
_374_, 329.04, 57.12, 1.59993
_569_, 329.04, 57.12, 1.59993
FILLER_0_16_690, 329.04, 57.12, 1.59993
FILLER_0_17_709, 329.04, 57.12, 1.59993
FILLER_0_17_717, 329.04, 57.12, 1.59993
ANTENNA__565__CLK, 329.04, 51.68, 1.59997
FILLER_0_14_694, 329.04, 51.68, 1.59997
FILLER_0_14_701, 329.04, 51.68, 1.59997
hold75, 329.04, 46.24, 1.59989
hold121, 329.04, 46.24, 1.59989
FILLER_0_12_691, 329.04, 46.24, 1.59989
FILLER_0_12_701, 329.04, 46.24, 1.59989
FILLER_0_14_709, 329.04, 46.24, 1.59989
_570_, 329.04, 40.8, 1.5999
ANTENNA__570__CLK, 329.04, 40.8, 1.5999
FILLER_0_10_692, 329.04, 40.8, 1.5999
ANTENNA__564__CLK, 329.04, 35.36, 1.59997
FILLER_0_8_692, 329.04, 35.36, 1.59997
FILLER_0_6_693, 329.04, 29.92, 1.59998
_372_, 329.04, 24.48, 1.59989
ANTENNA__372__A, 329.04, 24.48, 1.59989
_568_, 329.04, 19.04, 1.59987
hold37, 329.04, 19.04, 1.59987
ANTENNA__568__CLK, 329.04, 19.04, 1.59987
FILLER_0_2_695, 329.04, 19.04, 1.59987
output254, 329.04, 13.6, 1.59987
output255, 329.04, 13.6, 1.59987
output256, 329.04, 13.6, 1.59987
FILLER_0_0_701, 329.04, 13.6, 1.59987
input10, 175.44, 786.08, 1.59999
ANTENNA_input10_A, 175.44, 786.08, 1.59999
ANTENNA_34, 175.44, 786.08, 1.59999
ANTENNA_35, 175.44, 786.08, 1.59999
ANTENNA_36, 175.44, 786.08, 1.59999
FILLER_0_284_357, 175.44, 786.08, 1.59999
FILLER_0_285_361, 175.44, 786.08, 1.59999
FILLER_0_282_357, 175.44, 780.64, 1.6
FILLER_0_280_357, 175.44, 775.2, 1.6
FILLER_0_278_357, 175.44, 769.76, 1.6
FILLER_0_276_357, 175.44, 764.32, 1.6
FILLER_0_274_357, 175.44, 758.88, 1.6
FILLER_0_272_357, 175.44, 753.44, 1.6
FILLER_0_270_357, 175.44, 748, 1.6
FILLER_0_268_357, 175.44, 742.56, 1.6
FILLER_0_266_357, 175.44, 737.12, 1.6
FILLER_0_264_357, 175.44, 731.68, 1.6
FILLER_0_262_357, 175.44, 726.24, 1.6
FILLER_0_260_357, 175.44, 720.8, 1.6
FILLER_0_258_357, 175.44, 715.36, 1.6
FILLER_0_256_357, 175.44, 709.92, 1.6
FILLER_0_254_357, 175.44, 704.48, 1.6
FILLER_0_252_357, 175.44, 699.04, 1.6
FILLER_0_250_357, 175.44, 693.6, 1.6
FILLER_0_248_357, 175.44, 688.16, 1.6
FILLER_0_246_357, 175.44, 682.72, 1.6
FILLER_0_244_357, 175.44, 677.28, 1.6
FILLER_0_242_357, 175.44, 671.84, 1.6
FILLER_0_240_357, 175.44, 666.4, 1.6
FILLER_0_238_357, 175.44, 660.96, 1.6
FILLER_0_236_357, 175.44, 655.52, 1.6
FILLER_0_234_357, 175.44, 650.08, 1.6
FILLER_0_232_357, 175.44, 644.64, 1.6
FILLER_0_230_357, 175.44, 639.2, 1.6
FILLER_0_228_357, 175.44, 633.76, 1.6
FILLER_0_226_357, 175.44, 628.32, 1.6
FILLER_0_224_357, 175.44, 622.88, 1.6
FILLER_0_222_357, 175.44, 617.44, 1.6
FILLER_0_220_357, 175.44, 612, 1.6
FILLER_0_218_357, 175.44, 606.56, 1.6
FILLER_0_216_357, 175.44, 601.12, 1.6
FILLER_0_214_357, 175.44, 595.68, 1.6
FILLER_0_212_357, 175.44, 590.24, 1.6
FILLER_0_210_357, 175.44, 584.8, 1.6
FILLER_0_208_357, 175.44, 579.36, 1.6
FILLER_0_206_357, 175.44, 573.92, 1.6
FILLER_0_204_357, 175.44, 568.48, 1.6
FILLER_0_202_357, 175.44, 563.04, 1.6
FILLER_0_200_357, 175.44, 557.6, 1.6
FILLER_0_198_357, 175.44, 552.16, 1.6
FILLER_0_196_357, 175.44, 546.72, 1.6
FILLER_0_194_357, 175.44, 541.28, 1.6
FILLER_0_192_357, 175.44, 535.84, 1.6
FILLER_0_190_357, 175.44, 530.4, 1.6
FILLER_0_188_357, 175.44, 524.96, 1.6
FILLER_0_186_357, 175.44, 519.52, 1.6
FILLER_0_184_357, 175.44, 514.08, 1.6
FILLER_0_182_357, 175.44, 508.64, 1.6
FILLER_0_180_357, 175.44, 503.2, 1.6
FILLER_0_178_357, 175.44, 497.76, 1.6
FILLER_0_176_357, 175.44, 492.32, 1.6
FILLER_0_174_357, 175.44, 486.88, 1.6
FILLER_0_172_357, 175.44, 481.44, 1.6
FILLER_0_170_357, 175.44, 476, 1.6
FILLER_0_168_357, 175.44, 470.56, 1.6
FILLER_0_166_357, 175.44, 465.12, 1.6
FILLER_0_164_357, 175.44, 459.68, 1.6
FILLER_0_162_357, 175.44, 454.24, 1.6
FILLER_0_160_357, 175.44, 448.8, 1.6
FILLER_0_158_357, 175.44, 443.36, 1.6
FILLER_0_156_357, 175.44, 437.92, 1.6
FILLER_0_154_357, 175.44, 432.48, 1.6
FILLER_0_152_357, 175.44, 427.04, 1.6
FILLER_0_150_357, 175.44, 421.6, 1.6
FILLER_0_148_357, 175.44, 416.16, 1.6
FILLER_0_146_357, 175.44, 410.72, 1.6
FILLER_0_144_357, 175.44, 405.28, 1.6
FILLER_0_142_357, 175.44, 399.84, 1.6
FILLER_0_140_357, 175.44, 394.4, 1.6
FILLER_0_138_357, 175.44, 388.96, 1.6
FILLER_0_136_357, 175.44, 383.52, 1.6
FILLER_0_134_357, 175.44, 378.08, 1.6
FILLER_0_132_357, 175.44, 372.64, 1.6
FILLER_0_130_357, 175.44, 367.2, 1.6
FILLER_0_128_357, 175.44, 361.76, 1.6
FILLER_0_126_357, 175.44, 356.32, 1.6
FILLER_0_124_357, 175.44, 350.88, 1.6
FILLER_0_122_357, 175.44, 345.44, 1.6
FILLER_0_120_357, 175.44, 340, 1.6
FILLER_0_118_357, 175.44, 334.56, 1.6
FILLER_0_116_357, 175.44, 329.12, 1.6
FILLER_0_114_357, 175.44, 323.68, 1.6
FILLER_0_112_357, 175.44, 318.24, 1.6
FILLER_0_110_357, 175.44, 312.8, 1.6
FILLER_0_108_357, 175.44, 307.36, 1.6
FILLER_0_106_357, 175.44, 301.92, 1.6
FILLER_0_104_357, 175.44, 296.48, 1.6
FILLER_0_102_357, 175.44, 291.04, 1.6
FILLER_0_100_357, 175.44, 285.6, 1.6
FILLER_0_98_357, 175.44, 280.16, 1.6
FILLER_0_96_357, 175.44, 274.72, 1.6
FILLER_0_94_357, 175.44, 269.28, 1.6
FILLER_0_92_357, 175.44, 263.84, 1.6
FILLER_0_90_357, 175.44, 258.4, 1.6
FILLER_0_88_357, 175.44, 252.96, 1.6
FILLER_0_86_357, 175.44, 247.52, 1.6
FILLER_0_84_357, 175.44, 242.08, 1.6
FILLER_0_82_357, 175.44, 236.64, 1.6
FILLER_0_80_357, 175.44, 231.2, 1.6
FILLER_0_78_357, 175.44, 225.76, 1.6
FILLER_0_76_357, 175.44, 220.32, 1.6
FILLER_0_74_357, 175.44, 214.88, 1.6
FILLER_0_72_357, 175.44, 209.44, 1.6
FILLER_0_70_357, 175.44, 204, 1.6
FILLER_0_68_357, 175.44, 198.56, 1.6
FILLER_0_66_357, 175.44, 193.12, 1.6
